site_id,site_index,q,r,ring,latitude_deg,longitude_deg,ground_elevation_m_asl,antenna_height_m_agl,antenna_altitude_m_asl,east_m,north_m,station_to_site_distance_m,station_to_site_bearing_deg,source_or_model_status,provenance_note
E3_SITE_01,1,0,0,0,45.558267734907965,-75.80877,128.63009643554688,25.0,153.63009643554688,3.6739403974420595e-13,-3000.0,2999.999999999214,180.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_02,2,0,-1,1,45.553769011604835,-75.80877,165.5494842529297,25.0,190.5494842529297,3.1055062088339793e-13,-3500.0,3500.000000000111,180.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_03,3,1,-1,1,45.556018239044185,-75.80322428036298,161.0605926513672,25.0,186.0605926513672,433.01270189221964,-3250.0,3278.7192621517283,172.41091053102105,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_04,4,-1,0,1,45.556018239044185,-75.81431571963701,97.30291748046875,25.0,122.30291748046875,-433.012701892219,-3250.0,3278.7192621517283,187.58908946897895,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_05,5,1,0,1,45.56051696055398,-75.80322383773411,175.41256713867188,25.0,200.41256713867188,433.0127018922197,-2750.0,2783.8821814155285,171.05172443537185,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_06,6,-1,1,1,45.56051696055398,-75.8143161622659,108.56785583496094,25.0,133.56785583496094,-433.01270189221896,-2750.0,2783.8821814151743,188.94827556465196,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_07,7,0,1,1,45.56276645465263,-75.80877,128.03189086914062,25.0,153.03189086914062,4.2423745860501396e-13,-2500.0,2499.999999999975,180.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_08,8,0,-2,2,45.549270284743265,-75.80877,102.62879180908203,25.0,127.62879180908203,2.537072020225899e-13,-4000.0,3999.9999999999577,180.0,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_09,9,1,-2,2,45.55151951397594,-75.80322472289852,108.56697082519531,25.0,133.5669708251953,433.0127018922196,-3750.0,3774.9172176351626,173.41322444637498,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_10,10,2,-2,2,45.55376847300496,-75.79767900333783,141.6072540283203,25.0,166.6072540283203,866.0254037844389,-3500.0,3605.55127546406,166.1021137520054,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_11,11,-1,-1,2,45.55151951397594,-75.81431527710149,121.52000427246094,25.0,146.52000427246094,-433.01270189221907,-3750.0,3774.9172176348084,186.58677555363914,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_12,12,2,-1,2,45.558267196251705,-75.79767811817344,151.43988037109375,25.0,176.43988037109375,866.0254037844389,-3000.0,3122.4989991996936,163.89788624800997,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
E3_SITE_13,13,-2,0,2,45.55376847300496,-75.81986099666217,97.11679077148438,25.0,122.11679077148438,-866.0254037844384,-3500.0,3605.5512754640595,193.8978862480139,MODELLED_3GPP_UMA_REFERENCE_NOT_OPERATOR_DEPLOYMENT,Deterministic two-tier hexagonal reference layout; ground elevation sampled from archived NRCan MRDEM DTM.
